"tipo_de_establecimiento_de_salud","denominacion","disposicion","calle","provincia_id","provincia_nombre","vencimiento_del_certificado"
"ESTABLECIMIENTO","CAÑUQUEO MONICA LAURA Y SVETLIZA MARIANO GABRIEL - CDRB CENTRO DE DIAGNOSTICO RADIOLOGICO BUCAL","169/2018","OLASCOAGA 549",58,"NEUQUEN","02/06/2019"
"DISCAPACIDAD","ASOCIACION  ANDAR DE PERSONAS DISCAPACITADAS","122/2017","MITRE 1825",99,"NO IDENTIFICADA","06/02/2022"
"ESTABLECIMIENTO","CLINICA LAS BREÑAS S.R.L.","1149/2015","25 DE MAYO 1635",99,"NO IDENTIFICADA","15/09/2020"
"ESTABLECIMIENTO","POLICLINICA PRIVADA PROFINT - PROPIEDAD DE PROFINT S.R.L.","942/2016","OCAMPO 2932",99,"NO IDENTIFICADA","22/07/2021"
"ESTABLECIMIENTO","CLINICA SOR ANGELA S.R.L.","1757/2017","AV SAN MARTIN Y RIVADADVIA",99,"NO IDENTIFICADA","26/10/2020"
"ESTABLECIMIENTO","HOGAR GERIATRICO RESIDENCIAL CHALET SUIZO S.A","oct-18","AVDA.ROSALES 960",99,"NO IDENTIFICADA","04/01/2023"
"ESTABLECIMIENTO","CENTRO REGIONAL DE HEMOTERAPIA DE LA FUNDACION HEMATOLOGICA SARMIENTO","1467/2016","RAWSON S/N ENTRE RIO RECONQUIS",99,"NO IDENTIFICADA","23/11/2021"
"ESTABLECIMIENTO","HOGAR DE ANCIANOS INST.DEL SOL S.A.","1512/2017","CORONEL VEDOYA  4224",99,"NO IDENTIFICADA","21/09/2022"
"ESTABLECIMIENTO","CENTRO MEDICO LABORAL LUZURIAGA S.R.L. (ESTABLECIMIENTO POLIVALENTE CON INTERNACION Y PREST.QUIRURGICA-CAT.LL - CON LABORATORIO, SERV.DE RX Y UNIDAD D","676/2014","LUZURIAGA 246",99,"NO IDENTIFICADA","11/07/2019"
"ESTABLECIMIENTO","CENTRO MEDICO Y KINESICO SAN FRANCISCO- PROPIEDAD DE CENTRO MEDICO SAN FRANCISCO S.R.L.","122/2018","QUINTINO BOCAYUVA 372",99,"NO IDENTIFICADA","19/01/2023"
"ESTABLECIMIENTO","CLINICA SOR ANGELA S.R.L.","1347/2016","AV SAN MARTIN Y RIVADADVIA",99,"NO IDENTIFICADA","07/04/2019"
"ESTABLECIMIENTO","3 CONSULTORIOS ODONTOLOGICOS (CON SERV.DE RX) - PROPIEDAD DE ASISDENT S.A.","411/2017","CESPEDES 3088",99,"NO IDENTIFICADA","23/03/2022"
"ESTABLECIMIENTO","CENTRO DE ATENC.PRIMARIA DE LA SALUD (CTRO.DE DIAG.Y TRAT.DE BAJA Y MED. COMPL. (POLICL. PRIV.) - PROP DE COOP. TELEF.CARLOS TEJEDOR DE PROV.DE SERV.P","99/2017","AVENIDA  CONSTITUCION 4771/73",99,"NO IDENTIFICADA","06/02/2022"
"ESTABLECIMIENTO","CENTRO MEDICO MUTUAL DEL PERSONAL DEL CTRO.IND.ACINDAR (CONS.MEDICOS,BIOQUIMICOS,ODONTOLOGICOS, LABORATORIO)","507/2017","BELGRANO  1626",99,"NO IDENTIFICADA","07/02/2022"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DE JUJUY","1328/2014","AV FASCIO  1036",99,"NO IDENTIFICADA","11/11/2019"
"ASOCIACIÓN","CIRCULO MEDICO DE BELL VILLE","32/2015","CORDOBA  663",99,"NO IDENTIFICADA","08/01/2020"
"ASOCIACIÓN","ASOCIACION DE ONCOLOGIA CLINICA SANTA FE","227/2015","SAN LUIS  3188",99,"NO IDENTIFICADA","04/03/2020"
"ASOCIACIÓN","ASOCIACION DE PRESTADORES DE LA SALUD DE FORMOSA","1441/2014","CORRIENTES  475",99,"NO IDENTIFICADA","04/12/2019"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DE MAR DEL PLATA","500/2015","MORENO  2860",99,"NO IDENTIFICADA","29/04/2020"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DE GENERAL ROCA","1277/2015","ESPAÑA  1208",99,"NO IDENTIFICADA","20/10/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DE MERCEDES","858/2015","27 733",99,"NO IDENTIFICADA","17/07/2020"
"ASOCIACIÓN","CIRCULO BIOQUIMICO DE ZARATE","935/2015","AEGHINO  1031",99,"NO IDENTIFICADA","31/07/2020"
"ASOCIACIÓN","ASOCIACION DE CLINICAS Y SANATORIOS PRIVADOS DE LA PROVINCIA DE SALTA","591/2016","CORDOBA  295",99,"NO IDENTIFICADA","07/05/2021"
"ASOCIACIÓN","COLEGIO MEDICO GREMIAL DE LA RIOJA","74/2016","AV FACUNDO QUIROGA 25",99,"NO IDENTIFICADA","19/01/2021"
"ASOCIACIÓN","CENTRO MEDICO DE SAN FRANCISCO","195/2017","BELGRNO 2261",99,"NO IDENTIFICADA","14/11/2022"
"ASOCIACIÓN","ASOCIACION ODONTOLOGICA SALTEÑA","427/2015","ESPAÑA  1175",99,"NO IDENTIFICADA","15/04/2020"
"ASOCIACIÓN","CIRCULO MEDICO DE MORENO","526/2015","CLAUDIO M YOLY  2396",99,"NO IDENTIFICADA","12/05/2020"
"ASOCIACIÓN","COLEGIO DE PSICOLOGOS DE ENTRE RIOS","1044/2015","ITALIA  335",99,"NO IDENTIFICADA","21/08/2020"
"ASOCIACIÓN","COLEGIO MEDICO DE CATRIEL","412/2015","ESPAÑA Y SANTA FE",99,"NO IDENTIFICADA","13/04/2020"
"ASOCIACIÓN","CIRCULO MEDICO SAN NICOLAS","501/2015","GUARDIA NACIONAL  15",99,"NO IDENTIFICADA","29/04/2020"
"ASOCIACIÓN","SOCIEDAD DE CIRUGIA DEL COMAHUE","488/2016","SANTIAGO DEL ESTERO 409",99,"NO IDENTIFICADA","20/04/2021"
"ASOCIACIÓN","SOCIEDAD DE LICENCIADAS EN NUTRICION DE SALTA","1621/2015","RIVADAVIA  901",99,"NO IDENTIFICADA","18/12/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DE LUJAN","359/2015","LAS HERAS  509",99,"NO IDENTIFICADA","01/04/2020"
"ASOCIACIÓN","ASOCIACION DE CLINICAS Y SANATORIOS DEL OESTE","1005/2015","HIPOLITO YRIGOYEN  433",99,"NO IDENTIFICADA","19/08/2020"
"ASOCIACIÓN","CIRCULO DE BIOQUIMICOS DE MISIONES","1167/2015","SIMON BOLIVAR  1319",99,"NO IDENTIFICADA","20/07/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DE BAHIA BLANCA","1380/2014","CASTELLI  213",99,"NO IDENTIFICADA","26/11/2019"
"ASOCIACIÓN","CIRCULO DE KINESIOLOGOS DEL IX DISTRITO","238/2015","CORRIENTES  2951",99,"NO IDENTIFICADA","04/03/2020"
"ASOCIACIÓN","CIRCULO BIOQUIMICO DE JUNIN","407/2015","CABRERA 182",99,"NO IDENTIFICADA","13/04/2020"
"ASOCIACIÓN","FEDERACION MEDICA DEL CHACO","1316/2014","AV AVALOS  450",99,"NO IDENTIFICADA","11/11/2019"
"ASOCIACIÓN","ASOCIACION MEDICA DEL NORESTE","1538/2015","ALVEAR  231",99,"NO IDENTIFICADA","16/12/2020"
"ASOCIACIÓN","ASOCIACION BIOQUIMICA DEL DEPARTAMENTO IRIONDO","1353/2014","RIVADAVIA  1412",99,"NO IDENTIFICADA","21/11/2019"
"ASOCIACIÓN","ASOCIACION DE KINESIOLOGOS Y FISIOTERAPEUTAS DE LA PROVINCIA DE SANTA CRUZ","1068/2015","FELIX RIQUEZ  122",99,"NO IDENTIFICADA","25/08/2020"
"ASOCIACIÓN","SOCIEDAD MEDICA DEL DEPARTAMENTO LAS COLONIAS","1057/2014","3 DE FEBRERO  1390",99,"NO IDENTIFICADA","15/09/2019"
"ASOCIACIÓN","ASOCIACION DE FONIATRIA AUDIOLOGIA Y LOGOPEDIA PLATENSE","1310/2015","8 835",99,"NO IDENTIFICADA","26/10/2020"
"ASOCIACIÓN","ASOCIACION DE PROFESIONALES MEDICOS DE ENFERMEDADES DE LA SANGRE DE SANTA FE","jun-15","GALVEZ  1985",99,"NO IDENTIFICADA","12/06/2020"
"ASOCIACIÓN","CIRCULO MEDICO DE CAHCABUCO","719/2015","PRINGLES  234",99,"NO IDENTIFICADA","15/06/2020"
"ASOCIACIÓN","FEDERACION MEDICA DE FORMOSA","367/2015","GONZALEZ LELONG  646",99,"NO IDENTIFICADA","08/04/2020"
"ASOCIACIÓN","COLEGIO DE BIOQUIMICOS DE LA RIOJA","1224/2015","AVELLANEDA  36",99,"NO IDENTIFICADA","03/10/2020"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DPTAL MARCOS JUAREZ","423/2015","SANTA FE  609",99,"NO IDENTIFICADA","15/04/2020"
"ASOCIACIÓN","COLEGIO MEDICO DE RIO COLORADO","550/2016","SARMIENTO  643",99,"NO IDENTIFICADA","02/05/2021"
"ASOCIACIÓN","CIRCULO MEDICO SALLIQUELO","1356/2014","JUNCAL  579",99,"NO IDENTIFICADA","21/11/2019"
"ASOCIACIÓN","CIRCULO MEDICO DE GOYA","1342/2014","CAA GUAZU  1242",99,"NO IDENTIFICADA","18/11/2019"
"ASOCIACIÓN","ASOCIACION MUTUAL RURALISTA","17/2017","25 DE MAYO  2048",99,"NO IDENTIFICADA","03/11/2021"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO BARILOCHE","933/2015","VICE ALTE O`CONNOR  647",99,"NO IDENTIFICADA","31/07/2020"
"ASOCIACIÓN","CIRCULO REGIONAL DE BIOQUIMICOS DE VILLA MARIA","1021/2014","25 DE MAYO  220",99,"NO IDENTIFICADA","10/09/2019"
"ASOCIACIÓN","CIRCULO MEDICO DE CATAMARCA","1316/2016","HIPOLITO IRIGOYEN 1233",99,"NO IDENTIFICADA","07/10/2021"
"ASOCIACIÓN","CIRCULO MEDICO DE VILLA MARIA","1071/2015","BUENS AIRES  1070",99,"NO IDENTIFICADA","27/08/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DE AVELLANEDA","554/2015","LAPRIDA  173",99,"NO IDENTIFICADA","12/05/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DEL DEPARTAMENTO DE CASTELLANOS","546/2016","AV MITRE  111",99,"NO IDENTIFICADA","28/04/2021"
"ASOCIACIÓN","CIRCULO MEDICO DE PARANA","738/2015","URQUIZA  1135",99,"NO IDENTIFICADA","15/06/2020"
"ASOCIACIÓN","ASOCIACION ODONTOLOGICA DPTO SAN LORENZO","48/2016","DR GHIO  689",99,"NO IDENTIFICADA","19/01/2021"
"ASOCIACIÓN","ASOCIACION DE ORTOPÈDIA Y TRAUMATOLOGIA DE ENTRE RIOS","1180/2014","LA PAZ  144",99,"NO IDENTIFICADA","04/10/2019"
"ASOCIACIÓN","CIRCULO MEDICO DEL OESTE","24/2016","SAN MARTIN  609",99,"NO IDENTIFICADA","14/01/2021"
"ASOCIACIÓN","CIRCULO MEDICO DE GENERAL RODRIGUEZ","746/2015","JUAN XXIII 229",99,"NO IDENTIFICADA","29/06/2020"
"ASOCIACIÓN","CIRCULO DE KINESIOLOGOS DE NEUQUEN","859/2015","ENTRE RIOS  87",99,"NO IDENTIFICADA","17/07/2020"
"ASOCIACIÓN","COLEGIO MEDICO DE LA PROVINCIA DE SANTA CRUZ ZONA NORTE","691/2015","9 DE JULIO  857",99,"NO IDENTIFICADA","11/06/2020"
"ASOCIACIÓN","SOCIEDAD DE RADIOLOGIA DE MENDOZA","1203/2015","RIOJA 456",99,"NO IDENTIFICADA","18/09/2020"
"ASOCIACIÓN","ASOCIACION ODONTOLOGICA SANTAFESINA","1318/2014","SAN MARTIN  2171",99,"NO IDENTIFICADA","11/11/2019"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DE SAN NICOLAS","992/2015","MITRE 461",99,"NO IDENTIFICADA","05/08/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DE ALMIRANTE BROWN","776/2016","MACIAS  443",99,"NO IDENTIFICADA","17/06/2021"
"ASOCIACIÓN","CIRCULO MEDICO DEL NORTE DE SAN LUIS","493/2015","PRESIDENTE PERON 112",99,"NO IDENTIFICADA","29/04/2020"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO REGIONAL MERCEDES","2071/2017","23 736",99,"NO IDENTIFICADA","27/11/2022"
"ASOCIACIÓN","COLEGIO BIOQUIMICO DE SAN JUAN","290/2015","AV ESPAÑA SUR  226",99,"NO IDENTIFICADA","18/03/2020"
"ASOCIACIÓN","CENTRO DE BIOQUIMICOS IX DISTRITO","1459/2014","FALUCHO  3545",99,"NO IDENTIFICADA","06/12/2019"
"ASOCIACIÓN","CIRCULO MEDICO PATAGONES","1017/2015","COMODORO RIVADAVIA  512",99,"NO IDENTIFICADA","19/08/2020"
"ASOCIACIÓN","CIRCULO MEDICO DE MATANZA","528/2015","AV DE MAYO  743",99,"NO IDENTIFICADA","12/05/2020"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DE SAN FRANCISCO Y ZONA","381/2016","BELGRANO  1876",99,"NO IDENTIFICADA","04/04/2021"
"ASOCIACIÓN","COLEGIO DE FONOAUDIOLOGOS DE ENTRE RIOS","390/2016","BUENOS AIRES  60",99,"NO IDENTIFICADA","05/04/2021"
"ASOCIACIÓN","SOCIEDAD DE BIOQUIMICOS DE SANTA FE","258/2015","AV URQUIZA  2657",99,"NO IDENTIFICADA","16/03/2020"
"ASOCIACIÓN","COLEGIO DE FONOAUDIOLOGOS DE SANTA FE 1° CIRCUNSCRIPCION","321/2016","OBISPO GELABERT  5379",99,"NO IDENTIFICADA","11/03/2021"
"ASOCIACIÓN","ASOCIACION MEDICA DE CAPITAN SARMIENTO","1368/2014","AV L N ALEM  593",99,"NO IDENTIFICADA","22/11/2019"
"ASOCIACIÓN","COLEGIO PROFESIONAL DE PSICOLOGOS DE MISIONES","1387/2015","SIMON BOLIVAR  2291",99,"NO IDENTIFICADA","03/11/2020"
"ASOCIACIÓN","ASOCIACION BIOQUIMICA CLINICA ZONA SUR CHUBUT","201/2015","AMEGHINO  820",99,"NO IDENTIFICADA","25/02/2020"
"ASOCIACIÓN","ASOCIACON CONCORDIENSE DE LICENCIADOS EN NUTRICION","1206/2016","LA RIOJA 929",99,"NO IDENTIFICADA","04/06/2020"
"ASOCIACIÓN","FUNDACION JUAN XXIII PARA LA SALUD PATAGONICA","1138/2014","9 DE JULIO  385",99,"NO IDENTIFICADA","30/09/2019"
"ASOCIACIÓN","CIRCULO DE KINESIOLOGOS BELGRANO","559/2015","SANTA FE  786",99,"NO IDENTIFICADA","12/05/2020"
"ASOCIACIÓN","CIRCULO MEDICO DE CAÑUELAS","207/2016","AV LIBERTAD  470",99,"NO IDENTIFICADA","18/02/2021"
"ASOCIACIÓN","COLEGIO DE BIOQUIMICOS DE LA PROVINCIA DE CORRIENTES","555/2015","MARIANO MORENO  446",99,"NO IDENTIFICADA","12/05/2020"
"ASOCIACIÓN","COLEGIO DE PSICOLOGOS DEL CHACO","1565/2014","SAN LORENZO  375",99,"NO IDENTIFICADA","30/12/2019"
"ASOCIACIÓN","ASOCIACION AUSTRAL DE OFTALMOLOGIA","1215/2015","COLONES GALESES  2505",99,"NO IDENTIFICADA","03/07/2020"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO DE COLON","1302/2015","CALLE 19 710",99,"NO IDENTIFICADA","26/10/2020"
"ASOCIACIÓN","ASOCIACION CIVIL COLEGIO MEDICO REGIONAL BARILOCHE","230/2016","ANGEL GALLARDO  1334",99,"NO IDENTIFICADA","23/02/2021"
"ASOCIACIÓN","ASOCIACION DE KINESIOLOGIA Y FISIOTERAPIA DE VILLA MERCEDES","176/2016","BALCARCE  1049",99,"NO IDENTIFICADA","11/02/2021"
"ASOCIACIÓN","FEDERACION MEDICA DE ENTRE RIOS","1409/2015","9 DE JULIO  362",99,"NO IDENTIFICADA","16/11/2020"
"ASOCIACIÓN","ASOCIACION BIOQUIMICA DEPARTAMENTO GENERAL LOPEZ","644/2015","MITRE  1068",99,"NO IDENTIFICADA","04/06/2020"
"ASOCIACIÓN","CENTRO DE TRABAJO MEDICO DE CAÑADA DE GOMEZ","1189/2014","FELIX PAGANI  80",99,"NO IDENTIFICADA","04/10/2019"
"ASOCIACIÓN","ASOCIACION DE FISIOTERAPEUTAS Y KINESIOLOGOS DE LA PROVINCIA DE SALTA","353/2015","LAS HERAS  44",99,"NO IDENTIFICADA","01/04/2020"
"ASOCIACIÓN","ASOCIACION DE EMPRESAS DE SALUD DEL INTERIOR DE LA PROVINCIA DE CORRIENTES","926/2016","SAN MARTIN 1105",99,"NO IDENTIFICADA","14/07/2021"
"ASOCIACIÓN","COLEGIO DE KINESIOLOGOS DE LA PROVINCIA DE BUENOS AIRES","121/2016","DIAGONAL 74 783",99,"NO IDENTIFICADA","28/01/2021"
"ASOCIACIÓN","CIRCULO MEDICO DE TORNQUIST","91/2015","GUEMES 122",99,"NO IDENTIFICADA","06/02/2020"
"ASOCIACIÓN","ASOCIACION DE NEFROLOGIA DE SAN JUAN ANESA","590/2015","GUEMES SUR  286",99,"NO IDENTIFICADA","19/05/2020"
"ASOCIACIÓN","ASOCIACION DE PROTECCION AL PARALITICO CEREBRAL APPACE","1016/2015","SELIN ISSA  378",99,"NO IDENTIFICADA","19/08/2020"
"ASOCIACIÓN","AGREMIACION MEDICA DE TANDIL","1435/2014","COLON  1575",99,"NO IDENTIFICADA","01/12/2019"
"ASOCIACIÓN","COLEGIO MEDICO DE VILLA REGINA","1092/2015","AV ROCA  410",99,"NO IDENTIFICADA","31/08/2020"
"ASOCIACIÓN","ASOCIACION PAMPEANA DE ANESTESIA ANELGESIA Y REANIMACION APAAR","919/2015","ROBUSTELLI  307",99,"NO IDENTIFICADA","28/07/2020"
"ASOCIACIÓN","ASOCIACION MEDICA DE RIO GRANDE","609/2015","THORNE  719",99,"NO IDENTIFICADA","27/05/2020"
"ASOCIACIÓN","CIRCULO MEDICO DE LA COSTA Y GENERAL LAVALLE","401/2015","41 943",99,"NO IDENTIFICADA","13/04/2020"
"ASOCIACIÓN","COLEGIO MEDICO DE LOS LLANOS","809/2014","HIPOLITO YRIGOYEN 60",99,"NO IDENTIFICADA","05/08/2019"
"ASOCIACIÓN","CIRCULO MEDICO DE LOBOS","1111/2016","SAN MARTIN 242",99,"NO IDENTIFICADA","22/08/2021"
"ASOCIACIÓN","CIRCULO MEDICO DE MENDOZA","856/2015","OLEGARIO V ANDRADE  496",99,"NO IDENTIFICADA","16/07/2020"
"ASOCIACIÓN","ASOCIAICON JUJEÑA DE CIRUGIA","1315/2016","PATRICIAS ARGENTINAS  654",99,"NO IDENTIFICADA","07/10/2021"
"ASOCIACIÓN","SOCIEDAD DE ODONTÓLOGOS DE SALTA","2073/2017","Lamadrid 124",99,"NO IDENTIFICADA","28/11/2022"
"ASOCIACIÓN","CIRCULO DE KINESIOLOGIA Y FISIOTERAPEUTAS DE MENDOZA","1023/2014","EUSEBIO BLANCO  148",99,"NO IDENTIFICADA","10/09/2019"
"ASOCIACIÓN","CIRCULO ODONTOLOGICO REGIONAL DE LAS VARILLAS","124/2016","M A LUQUE  214",99,"NO IDENTIFICADA","28/01/2021"
"ASOCIACIÓN","ASOCIACION DE TRAUMATOLOGIA Y ORTOPEDIA SANTAFESINA","413/2015","RUPERTO GODOY  1375",99,"NO IDENTIFICADA","13/04/2020"
"DISCAPACIDAD","CENTRO DE REHABILITACION DE ALPI SAN FRANCISCO","576/2016","GENERAL PAZ  192",99,"NO IDENTIFICADA","17/03/2019"
"DISCAPACIDAD","CENTRO PRIVADO DE SERVICIOS Y PRESTACIONES PARA PERSONAS CON DISCAPACIDAD CRECER CON TODOS S.R.L.","268/2017","FRAY JOSE DE LA QUINTANA 1557",99,"NO IDENTIFICADA","04/03/2022"
"DISCAPACIDAD","CLINICA PSIQUIARICA INSTITUTO GALATAS","1518/2016","SAN MIGUEL 2428",99,"NO IDENTIFICADA","05/08/2019"
"DISCAPACIDAD","CENTRO DE COLUMNA Y REHABILITACION","27/2018","BARTOLOME MITRE  470",99,"NO IDENTIFICADA","09/01/2023"
"DISCAPACIDAD","CENTRO INTEGRAL DE TRATAMIENTO INDIVIDUALIZADO CAITI","1699/2013","COMBATIENTES DE MALVINAS  3223",99,"NO IDENTIFICADA","19/12/2018"
"DISCAPACIDAD","MARIA SOLEDAD LUDUEÑA","885/2017","Senador Salim y Colectora",99,"NO IDENTIFICADA","14/02/2020"
"DISCAPACIDAD","FUTURO ABIERTO","82/2017","AV CONGRESO  1666",99,"NO IDENTIFICADA","04/09/2019"
"DISCAPACIDAD","HOGAR TERAPEUTICO FLORIDA II","1343/2013","PERU 1051",99,"NO IDENTIFICADA","16/10/2018"
"DISCAPACIDAD","FUTURO ABIERTO","1282/2013","AV CONGRESO  1666",99,"NO IDENTIFICADA","20/09/2018"
"EMERGENCIA MÉDICA","CODIGO SALUD","1336/2013","LAMADRID  423",99,"NO IDENTIFICADA","16/10/2018"
"EMERGENCIA MÉDICA","SERVICIO DE EMERGENCIA DOMICILIARIA Y/O EN TRANSITO MEDIANTE UNIDADES MOVILES ECAS SA","567/2016","DANTE ALIGHIERI  2187",99,"NO IDENTIFICADA","25/11/2019"
"EMERGENCIA MÉDICA","SERVICIO DE EMERGENCIAS MEDICAS UNISEM","587/2015","9 DE JULIO  3601",99,"NO IDENTIFICADA","26/02/2020"
"EMERGENCIA MÉDICA","FRESENIUS MEDICAL CARE ARGENTINA SA","741/2014","CALLE 137  2795",99,"NO IDENTIFICADA","21/07/2019"
"EMERGENCIA MÉDICA","MEDIC EMERGENCIAS MEDICAS","1002/2015","HIPOLITO IRIGOYEN  2260",99,"NO IDENTIFICADA","19/08/2020"
"EMERGENCIA MÉDICA","SERVICIO MEDICO DE EMERGENCIAS CEMI","1433/2015","QUINTANA  80",99,"NO IDENTIFICADA","15/09/2020"
"EMERGENCIA MÉDICA","SISTEMA PRIVADO DE EMERGENCIAS MEDICAS MOVILES","619/2014","QUINTANA  323",99,"NO IDENTIFICADA","04/07/2019"
"EMERGENCIA MÉDICA","IE EMERGENCIAS AZUL SA","597/2015","PUAN  440",99,"NO IDENTIFICADA","27/05/2020"
"ESTABLECIMIENTO","FUNDACON SAN LUCAS PARA LA NEUROCIENCIA","1178/2016","SARMIENTO 1501",99,"NO IDENTIFICADA","20/05/2019"
"ESTABLECIMIENTO","CENTRO DE DIALISIS FRESENIUS MEDICAL CARE ARGENTINA SA","62/2015","CALLE 34 3949",99,"NO IDENTIFICADA","02/02/2020"
"ESTABLECIMIENTO","FUNDACION ATREVERSE","281/2015","FLORENTINO AMEGHINO  448",99,"NO IDENTIFICADA","16/03/2020"
"ESTABLECIMIENTO","FUNDACION CANDIL","1571/2017","CHILE  4035",99,"NO IDENTIFICADA","04/10/2022"
"ESTABLECIMIENTO","CENTRO QUIRURGICO RAMOS","1453/2014","25 DE MAYO  1001",99,"NO IDENTIFICADA","06/12/2019"
"ESTABLECIMIENTO","LABORATORIO DEFELIPPO MIRIAM GRACIELA","456/2014","DIRECTORIO  373",99,"NO IDENTIFICADA","22/05/2019"
"ESTABLECIMIENTO","SERVICIO DE RADIOLOGIA SIMPLE CONVENCIONAL DE PREDIGMA RX SH","171/2016","FELIX DE AZARA  1331",99,"NO IDENTIFICADA","15/10/2018"
"ESTABLECIMIENTO","IMAGO DIAGNOSTICO POR IMAGENES","251/2016","HIPOLITO YRIGOYEN  1734",99,"NO IDENTIFICADA","28/02/2021"
"ESTABLECIMIENTO","CEMODO CENTRO MEDICO OTORRINOLARINGOLOGICO DEL OESTE SA","1564/2014","REP ORIENTAL DEL URUGUAY  353",99,"NO IDENTIFICADA","30/12/2019"
"ESTABLECIMIENTO","CENTRO DE REHABILITACION PSICOSOCIAL CAMCO 1","874/2016","ENTRE RIOS  2670",99,"NO IDENTIFICADA","29/07/2020"
"ESTABLECIMIENTO","GERIATRIKA SRL","991/2014","LOYOLA  1545",99,"NO IDENTIFICADA","05/09/2019"
"ESTABLECIMIENTO","CENTRO MEDICO BIOQUIMICO 9 DE JULIO","138/2016","9 DE JULIO  1221",99,"NO IDENTIFICADA","30/07/2020"
"ESTABLECIMIENTO","SANATORIO LAZARA VALDEZ","1168/2015","RIVADAVIA  520",99,"NO IDENTIFICADA","15/09/2020"
"ESTABLECIMIENTO","SANATORIO JULIAN MORENO","497/2016","MORENO  2427",99,"NO IDENTIFICADA","09/12/2019"
"ESTABLECIMIENTO","GRUPO MEDICO ALEM","363/2016","ALEM  134",99,"NO IDENTIFICADA","31/03/2021"
"ESTABLECIMIENTO","SERVICIO DE ATENCION DOMICILIARIA DE CORPORIS","704/2018","ITALIA  47",99,"NO IDENTIFICADA","27/02/2019"
"ESTABLECIMIENTO","CENTRO GERIATRICO PRIVADO SAN GABRIEL","1002/2016","AV RECTA MARTINOLLI 7891",99,"NO IDENTIFICADA","27/04/2019"
"ESTABLECIMIENTO","CENTRO MEDICO DE LA CUIDAD","971/2016","MITRE  1174",99,"NO IDENTIFICADA","24/05/2021"
"ESTABLECIMIENTO","CENTRO DE MEDICINA TRANSFUCIONAL HEMATOLOGIA STEM SRL","20/2016","RUEDA  1249",99,"NO IDENTIFICADA","13/10/2020"
"ESTABLECIMIENTO","INTEGRA","293/2017","DR ALEM 997",99,"NO IDENTIFICADA","11/03/2022"
"ESTABLECIMIENTO","CENTRO DE DIAGNOSTICO Y CIRUGIA OCULAR DR. RICARDO O. LONGOBUCCO S.R.L.","1665/2015","JUAN BAUTISTA ALBERDI  5900",99,"NO IDENTIFICADA","23/12/2020"
"ESTABLECIMIENTO","CONSULTORIOS MEDICOS Y LABORATORIO BIOMEDIC","1432/2014","AMEGHINO  441",99,"NO IDENTIFICADA","01/12/2019"
"ESTABLECIMIENTO","CENTRO MEDICO GESTANZA REPRODUCCION ASISTIDA","1327/2015","BV OROÑO  373",99,"NO IDENTIFICADA","05/05/2020"
"ESTABLECIMIENTO","DESIR SALUD ASOCIACION CIVIL","831/2016","AV BELGRANO 1876",99,"NO IDENTIFICADA","29/06/2021"
"ESTABLECIMIENTO","SERVICIO DE ECOGRAFIA","445/2016","BERUTTI  294",99,"NO IDENTIFICADA","26/08/2020"
"ESTABLECIMIENTO","LES LABORATORIO ESPECIALIZADO DEL SUR SRL","469/2015","20 DE FEBRERO  612",99,"NO IDENTIFICADA","23/04/2020"
"ESTABLECIMIENTO","CENTRO MEDICO FIVE GROUP SA","413/2016","LAPRIDA  1633",99,"NO IDENTIFICADA","15/12/2020"
"ESTABLECIMIENTO","CONSULTORIO RADIOLOGICO DENTOMAXILOFACIAL","1111/2015","AV CALCHAQUI  4508",99,"NO IDENTIFICADA","01/09/2020"
"ESTABLECIMIENTO","SANATORIO DE LOS NUEVOS AYRES","913/2015","PELLEGRINI 1353",99,"NO IDENTIFICADA","08/04/2020"
"ESTABLECIMIENTO","CENTRO DE DIA ARAUCARIA","1080/2016","MITRE  4728",99,"NO IDENTIFICADA","22/08/2021"
"ESTABLECIMIENTO","CLINICA NEUROPSIQUIATRICA ATLANTICA","553/2015","SARGENTO CABRAL  51",99,"NO IDENTIFICADA","12/05/2020"
"ESTABLECIMIENTO","CENTRO DE ENFERMEDADES RENALES SRL (CER SRL)","706/2015","SALTA  375",99,"NO IDENTIFICADA","12/06/2020"
"ESTABLECIMIENTO","SANATORIO BORATTI S.R.L.","337/2018","MITRE 2330",99,"NO IDENTIFICADA","22/11/2020"
"ESTABLECIMIENTO","CENTRO DE LITIASIS SRL","42/2016","AVELLANEDA  307",99,"NO IDENTIFICADA","22/09/2019"
